Book Name,Book Author,Price,URL
That Hideous Strength,C. S. Lewis,£545.00,https://rareandantiquebooks.com/first-edition-books/hideous-strength-lewis-2/
Out of the Silent Planet,C. S. Lewis,£395.00,https://rareandantiquebooks.com/first-edition-books/silent-planet/
The Loved One,Evelyn Waugh,£125.00,https://rareandantiquebooks.com/first-edition-books/loved-one-evelyn-waugh/
The Birthday Party,Harold Pinter,£295.00,https://rareandantiquebooks.com/first-edition-books/birthday-party-harold-pinter/
That Hideous Strength,C. S. Lewis,£880.00,https://rareandantiquebooks.com/first-edition-books/hideous-strength-lewis/
Doctor Zhivago,Boris Pasternak,£450.00,https://rareandantiquebooks.com/first-edition-books/doctor-zhivargo-boris-pasternak/
A Primer of Birds,Ted Hughes,"£1,050.00",https://rareandantiquebooks.com/first-edition-books/primer-birds-ted-hughes/
The Autocracy of Mr Parham,H. G. Wells,£195.00,https://rareandantiquebooks.com/first-edition-books/autocracy-parham-wells/
High-Rise,J. G. Ballard,£650.00,https://rareandantiquebooks.com/first-edition-books/high-rise-ballard/
The Forbidden Territory,Dennis Wheatley,"£1,850.00",https://rareandantiquebooks.com/first-edition-books/forbidden-territory-wheatley/
Phantasmagoria,Lewis Carroll,£690.00,https://rareandantiquebooks.com/first-edition-books/phantasmagoria-lewis-carroll-2/
Swallow,Haggard H. Rider,£145.00,https://rareandantiquebooks.com/first-edition-books/swallow-haggard-rider/
The Hill of Devi,E. M. Forster,£195.00,https://rareandantiquebooks.com/first-edition-books/hill-devi-forster/
Moonchild,Aleister Crowley,"£2,295.00",https://rareandantiquebooks.com/first-edition-books/moonchild-aleister-crowley/
Come to the Circus,Enid Blyton,£145.00,https://rareandantiquebooks.com/first-edition-books/come-circus-enid-blyton/
The Terminal Beach,J G Ballard,£310.00,https://rareandantiquebooks.com/first-edition-books/terminal-beach-ballard/
Oliver Twist in 3 vols,"Boz, Charles Dickens","£5,550.00",https://rareandantiquebooks.com/first-edition-books/oliver-twist-charles-dickens/
Alice’s Adventures Under Ground,Lewis Carroll,£850.00,https://rareandantiquebooks.com/first-edition-books/alices-adventures-underground-carroll/
Beyond the Mexique Bay,Aldous Huxley,£380.00,https://rareandantiquebooks.com/first-edition-books/beyond-mexique-aldous-huxley/
Dombey and Son,Charles Dickens,£650.00,https://rareandantiquebooks.com/first-edition-books/dombey-charles-dickens/
The Sign of Four,A. Conan Doyle,"£10,500.00",https://rareandantiquebooks.com/first-edition-books/sign-four-conan-doyle/
Tropic of Capricorn,Henry Miller,£80.00,https://rareandantiquebooks.com/first-edition-books/tropic-capricorn-henry-miller-2/
The Enemy in the Blanket,Anthony Burgess,£330.00,https://rareandantiquebooks.com/first-edition-books/enemy-blanket-anthony-burgess/
My Fair Lady,Bernard Shaw – signed,£280.00,https://rareandantiquebooks.com/first-edition-books/fair-lady-bernard-shaw/
The Circle,W. S. Maugham,£650.00,https://rareandantiquebooks.com/first-edition-books/circle-maugham/
The Narrow Corner,W. Somerset Maugham,£330.00,https://rareandantiquebooks.com/first-edition-books/narrow-corner-somerset-maugham/
Return of the Brute,Liam O’Flaherty,£195.00,https://rareandantiquebooks.com/first-edition-books/return-brute-liam-oflaherty/
Wodwo,Ted Hughes,£120.00,https://rareandantiquebooks.com/first-edition-books/wodwo-ted-hughes/
Haunted House,Virginia Woolf,£195.00,https://rareandantiquebooks.com/first-edition-books/haunted-house-virginia-woolf/
The Moon and Sixpence,W. S. Maugham,£330.00,https://rareandantiquebooks.com/first-edition-books/moon-sixpence-maugham/
Crash,J G Ballard – signed,£950.00,https://rareandantiquebooks.com/first-edition-books/crash-ballard/
Ashenden,W. Somerset Maugham,£650.00,https://rareandantiquebooks.com/first-edition-books/ashenden-somerset-maugham/
The Winter of our Discontent,John Steinbeck,£85.00,https://rareandantiquebooks.com/first-edition-books/the-winter-of-our-discontent-by-john-steinbeck/
Exiles,James Joyce,£590.00,https://rareandantiquebooks.com/first-edition-books/exiles-james-joyce-2/
The Captain’s Death Bed,V. Woolf,£355.00,https://rareandantiquebooks.com/first-edition-books/captains-death-bed-woolf/
Captain Slaughterboard,Mervyn Peake,£440.00,https://rareandantiquebooks.com/first-edition-books/captain-slaughterboard-mervyn-peake/
Over the Brazier,Robert Graves,£750.00,https://rareandantiquebooks.com/first-edition-books/over-brazier-robert-graves/
The Moment,Virginia Woolf,£550.00,https://rareandantiquebooks.com/first-edition-books/moment-virginia-woolf/
Lupercal,Ted Hughes,£245.00,https://rareandantiquebooks.com/first-edition-books/lupercal-ted-hughes/
The Iron Man,Ted Hughes,£680.00,https://rareandantiquebooks.com/first-edition-books/iron-man-ted-hughes/
The Great Shadow,Arthur Conan Doyle,"£1,550.00",https://rareandantiquebooks.com/first-edition-books/great-shadow-arthur-conan-doyle/
The Old Man and the Sea inscribed,E. Hemingway,"£8,550.00",https://rareandantiquebooks.com/first-edition-books/old-man-signed-hemingway/
Liza of Lambeth,W. Somerset Maugham,£680.00,https://rareandantiquebooks.com/first-edition-books/liza-lambeth-maugham/
Pharos and Pharillon,E. M. Forster,£340.00,https://rareandantiquebooks.com/first-edition-books/pharos-pharillon-forster/
The Years,Virginia Woolf,£750.00,https://rareandantiquebooks.com/first-edition-books/years-virginia-woolf/
The Thirty Nine Steps,John Buchan,£795.00,https://rareandantiquebooks.com/first-edition-books/thirty-nine-steps-john-buchan/
The Doctor is Sick,Anthony Burgess,£280.00,https://rareandantiquebooks.com/first-edition-books/doctor-sick-burgess/
Granite and Rainbow,Virginia Woolf,£595.00,https://rareandantiquebooks.com/first-edition-books/granite-rainbow-virginia-woolf/
Dracula’s Guest,Bram Stoker,"£3,550.00",https://rareandantiquebooks.com/first-edition-books/draculas-guest-bram-stoker/
Sharpe’s Sword,Bernard Cornwell,£595.00,https://rareandantiquebooks.com/first-edition-books/sword-sharpes-bernard-cornwell/
Black Spring,Henry Miller,£90.00,https://rareandantiquebooks.com/first-edition-books/black-spring-henry-miller/
Room at the Top,John Braine,£240.00,https://rareandantiquebooks.com/first-edition-books/top-room-john-braine/
The Wrong Box,R. L. Stevenson & L. Osbourne,£540.00,https://rareandantiquebooks.com/first-edition-books/wrong-box-stevenson/
Now We Are Six signed,A. A. Milne & Shepard,"£7,050.00",https://rareandantiquebooks.com/first-edition-books/now-we-are-six-milne-2/
Timeless Meeting Poems,Robert Graves,£95.00,https://rareandantiquebooks.com/first-edition-books/timeless-meeting-poems-robert-graves/
Martin Chuzzlewit,Charles Dickens,£795.00,https://rareandantiquebooks.com/first-edition-books/martin-chuzzlewit-charles-dickens/
Deliverance,James Dickey,£170.00,https://rareandantiquebooks.com/first-edition-books/deliverance-james-dickey/
The Double Helix,James D. Watson,£240.00,https://rareandantiquebooks.com/first-edition-books/the-double-helix-by-james-d-watson/
Tropic of Capricorn,Henry Miller,£55.00,https://rareandantiquebooks.com/first-edition-books/tropic-capricorn-henry-miller/
Two on a Tower,Thomas Hardy,£130.00,https://rareandantiquebooks.com/first-edition-books/two-tower-thomas-hardy/
Visions of Gerard,Jack Kerouac,£170.00,https://rareandantiquebooks.com/first-edition-books/visions-of-gerard-by-jack-kerouac/
The Shape of Things to Come,H G Wells,£395.00,https://rareandantiquebooks.com/first-edition-books/shape-things-come-h-g-wells/
The Stark Munro Letters edited,A. Conan Doyle,£230.00,https://rareandantiquebooks.com/first-edition-books/stark-munro-letters-conan-doyle/
When We Were Very Young,A. A. Milne,£675.00,https://rareandantiquebooks.com/first-edition-books/when-we-were-very-young-milne-2/
His Last Bow,Arthur Conan Doyle,£340.00,https://rareandantiquebooks.com/first-edition-books/last-bow-arthur-conan-doyle-2/
The Lost World,A. Conan Doyle,"£1,350.00",https://rareandantiquebooks.com/first-edition-books/the-lost-world-by-a-conan-doyle/
Orlando A Trip Abroad,Kathleen Hale,£95.00,https://rareandantiquebooks.com/first-edition-books/orlando-a-trip-abroad-by-kathleen-hale/
Orlando His Silver Wedding,Kathleen Hale,£75.00,https://rareandantiquebooks.com/first-edition-books/orlando-silver-wedding-kathleen-hale/
Felix au Travail,Pat Sullivan,£70.00,https://rareandantiquebooks.com/first-edition-books/felix-travail-hachette/
The Tale of Johnny Town-Mouse,B. Potter,£650.00,https://rareandantiquebooks.com/first-edition-books/tale-johnny-town-mouse-potter/
Casino Royale,Ian Fleming,"£18,000.00",https://rareandantiquebooks.com/first-edition-books/casino-royale-ian-fleming/
The Malayan Trilogy,Anthony Burgess,"£1,100.00",https://rareandantiquebooks.com/first-edition-books/malayan-trilogy-anthony-burgess/
Intimate Journals,Charles Baudelaire with T. S. Eliot,"£2,050.00",https://rareandantiquebooks.com/first-edition-books/intimate-journals-by-charles-baudelaire-with-t-s-eliot/
Visions of Gerard and Tristessa,Jack Kerouac,£260.00,https://rareandantiquebooks.com/first-edition-books/visions-of-gerard-and-tristessa-by-jack-kerouac/
The Pie and the Patty-Pan,Beatrix Potter,£495.00,https://rareandantiquebooks.com/first-edition-books/pie-patty-pan-beatrix-potter/
Limited edition: The Razor’s Edge,W. Somerset Maugham,"£2,950.00",https://rareandantiquebooks.com/first-edition-books/razors-edge-somerset-maugham/
Two Tales of Shem and Shaun,James Joyce,£290.00,https://rareandantiquebooks.com/first-edition-books/two-tales-shem-shaun/
Treasure Island,Robert  Louis Stevenson,"£8,000.00",https://rareandantiquebooks.com/first-edition-books/treasure-island-robert-louis-stevenson/
The Way the World is Going signed,H G Wells,"£1,250.00",https://rareandantiquebooks.com/first-edition-books/the-way-the-world-is-going-signed-by-h-g-wells/
The Game of Logic,Lewis Carroll,£650.00,https://rareandantiquebooks.com/first-edition-books/game-logic-lewis-carroll/
"The Loved One, signed","Evelyn Waugh and illustrator, with DJ.","£1,800.00",https://rareandantiquebooks.com/first-edition-books/signed-loved-one-evelyn-waugh/
Brighton Rock,Graham Greene,£890.00,https://rareandantiquebooks.com/first-edition-books/brighton-rock-graham-greene/
It’s a Battlefield,Graham Greene,£290.00,https://rareandantiquebooks.com/first-edition-books/battlefield-graham-greene/
The Mary Deare signed,Hammond Innes,£310.00,https://rareandantiquebooks.com/first-edition-books/mary-deare-hammond-innes-2/
Stage-Land signed,Jerome K Jerome,£570.00,https://rareandantiquebooks.com/first-edition-books/stage-land-signed-by-jerome-k-jerome/
1st edition Lord of the Flies,W Golding,"£6,250.00",https://rareandantiquebooks.com/first-edition-books/first-edition-lord-flies-golding/
Flappers and Philosophers,F Scott Fitzgerald,£550.00,https://rareandantiquebooks.com/first-edition-books/flappers-philosophers-f-scott-fitzgerald/
A Woman of No Importance,Oscar Wilde,£850.00,https://rareandantiquebooks.com/first-edition-books/woman-importance-oscar-wilde/
The Ballad of Peckham Rye,Muriel Spark,£190.00,https://rareandantiquebooks.com/first-edition-books/ballad-peckham-rye-muriel-spark-2-2/
This Side of Paradise,F. Scott Fitzgerald,£650.00,https://rareandantiquebooks.com/first-edition-books/side-paradise-scott-fitzgerald/
The Spy Who Came in from the Cold,John Le Carre,£590.00,https://rareandantiquebooks.com/first-edition-books/spy-cold-john-le-carre/
Die Drei Giebel,A. Conan Doyle,£120.00,https://rareandantiquebooks.com/first-edition-books/die-drei-giebel-by-a-conan-doyle/
Mistress Branican,Jules Verne,£295.00,https://rareandantiquebooks.com/first-edition-books/mistress-branican-jules-verne/
The Pyromaniac signed,Arthur Allen Bruce,£790.00,https://rareandantiquebooks.com/first-edition-books/pyromaniac-arthur-allen-bruce/
Call for the Dead,John Le Carre,"£2,550.00",https://rareandantiquebooks.com/first-edition-books/call-dead-john-carre/
The Tale of Benjamin Bunny,Beatrix Potter,"£1,295.00",https://rareandantiquebooks.com/first-edition-books/benjamin-bunny-beatrix-potter/
The Valley of Fear,Sir Arthur Conan Doyle,"£1,250.00",https://rareandantiquebooks.com/first-edition-books/the-valley-of-fear-by-sir-arthur-conan-doyle/
Maggie Cassidy,Jack Kerouac,£195.00,https://rareandantiquebooks.com/first-edition-books/maggie-cassidy-jack-kerouac/
A Group of Noble Dames,Thomas Hardy,£540.00,https://rareandantiquebooks.com/first-edition-books/group-noble-dames-thomas-hardy/
The Common Reader,Virginia Woolf,"£2,800.00",https://rareandantiquebooks.com/first-edition-books/the-common-reader-by-virginia-woolf/
Granite and Rainbow,Virginia Woolf,£540.00,https://rareandantiquebooks.com/first-edition-books/granite-rainbow-virginia-woolf-2/
The Mystery of the Sea,Bram Stoker,£950.00,https://rareandantiquebooks.com/first-edition-books/mystery-sea-bram-stoker/
The Ballad of Peckham Rye,Muriel Spark,£150.00,https://rareandantiquebooks.com/first-edition-books/ballad-peckham-rye-muriel-spark-2/
The Ballad of Peckham Rye,Muriel Spark,£195.00,https://rareandantiquebooks.com/first-edition-books/the-ballad-of-peckham-rye-by-muriel-spark/
The Longest Journey,E. M. Forster,£280.00,https://rareandantiquebooks.com/first-edition-books/longest-journey-forster/
The Grapes of Wrath,John Steinbeck,£490.00,https://rareandantiquebooks.com/first-edition-books/the-grapes-of-wrath-by-john-steinbeck/
Howards End,E. M. Forster,£550.00,https://rareandantiquebooks.com/first-edition-books/howards-end-forster/
The Tale of Timmy Tiptoes,Beatrix Potter,£650.00,https://rareandantiquebooks.com/first-edition-books/tale-timmy-tiptoes-beatrix-potter/
New Arabian Nights,R. L. Stevenson,"£2,050.00",https://rareandantiquebooks.com/first-edition-books/new-arabian-nights-stevenson/
Memoirs of Joseph Grimaldi edited,Charles Dickens,"£1,250.00",https://rareandantiquebooks.com/first-edition-books/memoirs-joseph-grimaldi-charles-dickens/
The Valley of Fear,Sir Arthur Conan Doyle,£675.00,https://rareandantiquebooks.com/first-edition-books/valley-fear-sir-arthur-conan-doyle/
Victory,Joseph Conrad,£280.00,https://rareandantiquebooks.com/first-edition-books/victory-joseph-conrad-2/
Live and Let Die,Ian Fleming,"£3,800.00",https://rareandantiquebooks.com/first-edition-books/live-let-die-ian-fleming-state/
I Claudius,Robert Graves,"£1,250.00",https://rareandantiquebooks.com/first-edition-books/i-claudius-by-robert-graves/
"A Christmas Carol,",Charles Dickens,"£10,000.00",https://rareandantiquebooks.com/first-edition-books/christmas-carol-charles-dickens-1st-edition-first-state/
The Sphinx by O. Wilde illustrated,Alastair,£650.00,https://rareandantiquebooks.com/first-edition-books/alastair-sphinx-oscar-wilde/
Where Angels Fear to Tread,E. M. Forster,£995.00,https://rareandantiquebooks.com/first-edition-books/angels-fear-tread-e-m-forster/
An Elementary Treatise on Determinants,Charles L. Dodgson (Lewis Carroll),"£6,550.00",https://rareandantiquebooks.com/first-edition-books/elementary-treatise-determinants-charles-dodgson/
The Book of Practical Cats,T. S. Eliot,£250.00,https://rareandantiquebooks.com/first-edition-books/book-practical-cats-t-s-eliot/
The Story of Little Black Quibba,Helen Bannerman,£230.00,https://rareandantiquebooks.com/first-edition-books/black-quibba-bannerman/
The Hand of Ethelberta,Thomas Hardy,"£5,050.00",https://rareandantiquebooks.com/first-edition-books/hand-ethelberta-thomas-hardy/
"Doublets, A Word-Puzzle",Lewis Carroll,£440.00,https://rareandantiquebooks.com/first-edition-books/doublets-word-puzzle-lewis-carroll/
American edition of Moonraker,Ian Fleming,"£1,050.00",https://rareandantiquebooks.com/first-edition-books/american-edition-moonraker-fleming/
Finnegans Wake,"James Joyce, inscribed","£1,600.00",https://rareandantiquebooks.com/first-edition-books/finnegans-wake-james-joyce/
Schindler’s Ark signed,Thomas Keneally,£650.00,https://rareandantiquebooks.com/first-edition-books/schindlers-ark-thomas-keneally/
The Silver Chair,C. S. Lewis,"£5,050.00",https://rareandantiquebooks.com/first-edition-books/silver-chair-c-s-lewis/
When We Were Very Young,A. A. Milne,"£2,300.00",https://rareandantiquebooks.com/first-edition-books/very-young-milne/
The Man and his Work inscribed,R Kipling,£260.00,https://rareandantiquebooks.com/first-edition-books/man-work-kipling-cecil-charles/
Prelude to Space,Arthur C Clarke,£85.00,https://rareandantiquebooks.com/first-edition-books/prelude-space-arthur-clarke/
The Collector,John Fowles,£295.00,https://rareandantiquebooks.com/first-edition-books/collector-john-fowles/
The Idea of a Christian Society signed,T. S. Eliot,£780.00,https://rareandantiquebooks.com/first-edition-books/idea-christian-society-eliot/
When We Were Very Young,A. A. Milne,"£1,995.00",https://rareandantiquebooks.com/first-edition-books/milne-young/
The Tailor of Gloucester,Beatrix Potter,£450.00,https://rareandantiquebooks.com/first-edition-books/tailor-gloucester-beatrix-potter/
The Tale of Benjamin Bunny,Beatrix Potter,£550.00,https://rareandantiquebooks.com/first-edition-books/tale-benjamin-bunny-beatrix-potter/
Animals and Plants under Domestication,Charles Darwin.,"£2,550.00",https://rareandantiquebooks.com/first-edition-books/animals-plants-domestication-darwin/
Lucky Jim,Kingsley Amis,"£1,450.00",https://rareandantiquebooks.com/first-edition-books/kingsley-amis-1st-edition-lucky-jim/
Stamboul Train,Graham Greene,"£1,950.00",https://rareandantiquebooks.com/first-edition-books/stamboul-train-graham-greene/
First edition Scoop,Evelyn Waugh,£890.00,https://rareandantiquebooks.com/first-edition-books/first-edition-scoop-evelyn-waugh/
The Cocktail Party signed,T. S. Eliot,"£1,850.00",https://rareandantiquebooks.com/first-edition-books/cocktail-party-t-s-eliot/
The Confidential Clerk inscribed,T. S. Eliot,"£1,300.00",https://rareandantiquebooks.com/first-edition-books/confidential-clerk-eliot/
Lucky Jim signed,Kingsley Amis,"£5,550.00",https://rareandantiquebooks.com/first-edition-books/lucky-jim-signed-kingsley-amis/
N or M,Agatha Christie,£650.00,https://rareandantiquebooks.com/first-edition-books/agatha-christie-1st-edition/
World of Chance,Philip K Dick,£195.00,https://rareandantiquebooks.com/first-edition-books/world-chance-philip-k-dick/
Labels,Evelyn Waugh,£95.00,https://rareandantiquebooks.com/first-edition-books/labels-evelyn-waugh/
The Wind in the Willows,Kenneth Grahame,"£10,000.00",https://rareandantiquebooks.com/first-edition-books/kenneth-grahame-wind-willows/
Victory,Joseph Conrad,£490.00,https://rareandantiquebooks.com/first-edition-books/victory-joseph-conrad/
Suspense,Joseph Conrad,£90.00,https://rareandantiquebooks.com/first-edition-books/suspense-joseph-conrad/
"Hans Andersen: Fairy Tales and Legends, Illus and signed",Rex Whistler,£750.00,https://rareandantiquebooks.com/first-edition-books/fairy-hans-anderson-whistler/
Coming Up For Air,George Orwell,£390.00,https://rareandantiquebooks.com/first-edition-books/coming-air-george-orwell/
Toad of Toad Hall signed,A. A. Milne,"£3,050.00",https://rareandantiquebooks.com/first-edition-books/toad-toad-hall-signed-milne/
Barbary Shore,Norman Mailer,£170.00,https://rareandantiquebooks.com/first-edition-books/barbary-shore-norman-mailer/
Black Mischief,Evelyn Waugh,£390.00,https://rareandantiquebooks.com/first-edition-books/black-mischief-evelyn-waugh-3/
The Man Who Died,D H Lawrence,£300.00,https://rareandantiquebooks.com/first-edition-books/d-h-lawrence-man-died-farleigh/
Puck of Pook’s Hill,Rudyard Kipling,£125.00,https://rareandantiquebooks.com/first-edition-books/puck-pooks-hill-rudyard-kipling/
Those Were The Days signed,A. A. Milne,£575.00,https://rareandantiquebooks.com/first-edition-books/those-were-days-milne/
"P R B, essay",Evelyn Waugh,£120.00,https://rareandantiquebooks.com/first-edition-books/prb-essay-evelyn-waugh/
Love Among Ruins signed,Evelyn Waugh,£790.00,https://rareandantiquebooks.com/first-edition-books/love-among-ruins-signed-evelyn-waugh/
Farewell to Arms,Ernest Hemingway,£380.00,https://rareandantiquebooks.com/first-edition-books/farewell-arms-ernset-hemingway/
Robbery Under Law,Evelyn Waugh,£280.00,https://rareandantiquebooks.com/first-edition-books/robbery-law-evelyn-waugh/
The Name of Action,Graham Greene,"£3,550.00",https://rareandantiquebooks.com/first-edition-books/name-action-graham-greene/
Pair of Sylvie and Bruno signed,Lewis Carroll,"£5,050.00",https://rareandantiquebooks.com/first-edition-books/sylvie-bruno-signed-lewis-carroll/
Under the Sunset signed,Bram Stoker,"£5,000.00",https://rareandantiquebooks.com/first-edition-books/sunset-bram-stoker/
"Black Mischief limited edition, signed",Evelyn Waugh,"£1,950.00",https://rareandantiquebooks.com/first-edition-books/black-mischief-signed-waugh/
Tess of the d’Urbervilles,Thomas Hardy,"£3,300.00",https://rareandantiquebooks.com/first-edition-books/tess-durbervilles-thomas-hardy/
Vile Bodies,Evelyn Waugh,£950.00,https://rareandantiquebooks.com/first-edition-books/vile-bodies-evelyn-waugh/
Catriona,Robert Louis Stevenson,£180.00,https://rareandantiquebooks.com/first-edition-books/catriona-robert-louis-stevenson/
For Special Services,John Gardner,£75.00,https://rareandantiquebooks.com/first-edition-books/special-services-john-gardener/
Week-end Wodehouse,P. G Wodehouse,£295.00,https://rareandantiquebooks.com/first-edition-books/week-end-wodehouse-p-g-wodehouse/
The Stark Munro Letters,Arthur Conan Doyle,£170.00,https://rareandantiquebooks.com/first-edition-books/stark-munro-letters-doyle/
A Clockwork Orange,Anthony Burgess,£350.00,https://rareandantiquebooks.com/first-edition-books/clockwork-orange-anthony-burgess-4/
Goldeneye,John Gardener,£430.00,https://rareandantiquebooks.com/first-edition-books/john-gardener-1st-edition-goldeneye/
Climbing Plants,Charles Darwin,£275.00,https://rareandantiquebooks.com/first-edition-books/climbing-plants-charles-darwin/
New Directions 10 signed,Evelyn Waugh,£245.00,https://rareandantiquebooks.com/first-edition-books/new-directions-10-signed-evelyn-waugh/
The Lord of the Flies,William Golding,"£1,950.00",https://rareandantiquebooks.com/first-edition-books/lord-flies-william-golding/
Old Possum’s Book of Practical Cats signed,T S Eliot,"£1,700.00",https://rareandantiquebooks.com/first-edition-books/old-possums-cats-signed-eliot/
Just Pups,K. F. Barker,£140.00,https://rareandantiquebooks.com/first-edition-books/just-pups-by-k-f-barker/
The Road To Oz,L. Frank Baum,£490.00,https://rareandantiquebooks.com/first-edition-books/road-oz-l-frank-baum/
Sketches,"Boz, Charles Dickens",£820.00,https://rareandantiquebooks.com/first-edition-books/sketches-boz-charles-dickens/
A Child’s Garden of Verse,R. L. Stevenson,£700.00,https://rareandantiquebooks.com/first-edition-books/childs-garden-verse-r-l-stevenson/
Deluxe Now We Are Six,A. A. Milne,£450.00,https://rareandantiquebooks.com/first-edition-books/deluxe-now-six-milne/
The Toad of Toad Hall signed,A. A. Milne and Grahame,"£3,550.00",https://rareandantiquebooks.com/first-edition-books/limited-edition-toad-toad-hall-milne/
Full Moon,P. G. Wodehouse,£160.00,https://rareandantiquebooks.com/first-edition-books/full-moon-wodehouse/
Aventures d’Alice au Pays des Mervilles,L. Carroll,£800.00,https://rareandantiquebooks.com/first-edition-books/aventures-dalice-lewis-carroll/
Live and Let Die,Ian Fleming,"£5,300.00",https://rareandantiquebooks.com/first-edition-books/live-let-die/
All 3 Volumes of the Adventures of Robinson Crusoe,Daniel Defoe 1719 – 1st edition set,"£20,000.00",https://rareandantiquebooks.com/first-edition-books/adventures-robinson-crusoe/
The Rivals and the School for Scandal,R. B. Sheridan.,£170.00,https://rareandantiquebooks.com/first-edition-books/rivals-school-scandal-sheridan/
The Bad Family,Mrs Fenwick,£50.00,https://rareandantiquebooks.com/first-edition-books/bad-family-mrs-fenwick/
The Sooty Man,Eden Coybee,£90.00,https://rareandantiquebooks.com/first-edition-books/sooty/
The Bountiful Lady,Thomas Cobb,£95.00,https://rareandantiquebooks.com/first-edition-books/bountiful-lady-dumpy-thomas-cobb/
The Adventures of Samuel and Selina,Jean C. Archer,£110.00,https://rareandantiquebooks.com/first-edition-books/selina/
"The Tale of Squirrel Nutkin, 1st Deluxe Edition,",B. Potter,£750.00,https://rareandantiquebooks.com/first-edition-books/nutkin/
Pat and the Spider,Helen Bannerman,£220.00,https://rareandantiquebooks.com/first-edition-books/pat-spider-bannerman/
"The Story of Little Black Sambo,",H. Bannerman,"£1,000.00",https://rareandantiquebooks.com/first-edition-books/story-black-sambo-bannerman/
Moonraker,Ian Fleming: First Edition,"£3,800.00",https://rareandantiquebooks.com/first-edition-books/moonraker-ian-fleming/
The Tale of Two Bad Mice,Beatrix Potter,£350.00,https://rareandantiquebooks.com/first-edition-books/tale-two-bad-mice-beatrix-potter/
Phantasmagoria,Lewis Carroll,£490.00,https://rareandantiquebooks.com/first-edition-books/phantasmagoria-lewis-carroll/
Little Yellow Wang Lo Dumpy Book,M. C. Bell,£85.00,https://rareandantiquebooks.com/first-edition-books/little-yellow-wang-lo-bell/
